Node,50-51,50-52,51-52,51-55,51-85,52-55,52-85,54-84,56-52,56-57,57-52,57-85,58-59,60-61,62-63,62-65,62-66,63-64,63-66,63-67,64-67,64-68,64-76,65-66,65-69,65-70,66-67,66-70,66-71,66-72,67-68,67-72,68-72,68-73,69-70,69-86,70-71,70-74,71-72,71-73,71-74,71-75,72-73,73-53,73-75,73-81,73-82,74-53,74-75,75-53,77-58,77-59,77-78,77-79,77-81,77-82,77-83,78-57,78-58,78-59,78-80,79-81,79-82,80-50,80-52,80-56,80-57,80-81,80-83,81-82,81-83,82-50,82-52,82-83,83-50,83-51,83-52,83-56,85-55
60,37.01235662,292.1441891,0,0,0,0,0,0,0,0,0,0,15.19944632,0,0,0,0,0,0,0,32.36536936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.105236176,0,0,0,5.319326723,0,0,0,0,0,0,0,0.043885311,0,0,0,0,0,0,0,0.193852404,25.57127301,117.7391417,2.960696561,15.27217248,513.98,0,0,0,0,0,0,0,0,0,0,0.007449275,0.006595538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496499006,0.843644492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014061553
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17836974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.076084704,0,0,0,0,0,0,0,0,0,0,0,0.038088172,0,0,0,0,0,0,0,1.149326968,0,0,0,0,0,0.022073348,0.000232057,14.934,53.627994,0,0,0,0,3.698162441,0,0.076181854,0.0674509,0,1.925782183,10.57229309,0,0,0,0,0,0,0,0,263.0684699,0,0,0,0,0,0,0,0,0,0,2.228129941,27.25534727,0.79277963,0.269839417,2.861014512,1.058760522,0.227457321,0,0,0,0,0,0,6.600710131,0,0,0,195.4747108,0.143803949
64,0.308888689,0,0,0,0,0,0,0,0,0,0,0,0.231676686,0,0,0,0,0,0,0,16.22236206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166984677,1.033240366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20284748
65,0.355654259,0,0,0,0,0,0,0,0,0,0,0,0.178041313,0,0,0,0,0,0,0,5.178872793,0,0,0,0,0,0,0,0,0,0,0,0,0,32.087664,0,0.356108382,0.315295961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33270537,0,0,2.341302383,24.82402378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672204587
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.132691932,0,0,0,0,9.35007403,0,0,0,0,0,111.5319918,0.066425876,0,0,0,0,0,0,0,1.932198529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132861362,0.117634554,0,0,0,0,0,0,5.344446219,0,0,0,0,0,19.07050149,0,0,0,0,0,0,0,0,0,0,1.025901835,0.029840533,0,0,0.039852156,0.008561582,0,0,0,0,0,0,0.248453288,0,0,0,7.357743877,0.250794481
68,0,0,0,0,0,3.766434193,0,3.686948628,23.95023083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.55606572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83696751,0.082519222,0,0,0.110204767,0.023675685,0,0,0,0,0,0,0.687057846,0,0,0,20.34666439,0
70,0.514112437,0,0,0,0,0,0,0,0,0,0,0,0.279812761,0,0,0,0,0,0,0,10.90211304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764654528,0.677019964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.05436375,0,0,2.792016728,29.60279294,0,0,0,0,0,0,0,0,0,774.62658,0,0,0,1.443392817
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61968687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,1.572757696,1.392509062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968801045,0,0,0,0,0,0,0,0,0,0,0,0.312233141,0,0,0,0,0,0,0,21.86305037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,4.802489698,4.252092002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.065373811,0,0,0,0,0,0,0,0,0,0,0,0.953418601,0,0,0,0,0,0,0,66.75985399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.952462299,0,0,0,0,0,0,0,8.416286977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,1.26873574,1.123330071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.394916903,0,0,0,0,0,0,0,0,0,0,0,4.24326076,0,0,0,0,0,0,0,26.13597869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.954030325,8.29,0,0,0,940.915,0,12.1467636,0,0,0,0,0,0,0,25.86505337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429357123,0.760496583,3.796576302,0,0,0,0,0,0.687266212,0.147647865,0.823716484,4.221546979,4.541795148,9.266810441,4.039840048,9.696070886,4.284675289,0,0,0,0,0,0,0,0,0,0,0,7.071898557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13454642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0.032819691,0.029058333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688679907,0.232726313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061951777,2.52001905,2.440700071,0.00354137,2.705439091,1.929384319,0,0.79181854,0,0,0,0,0.718727526,0,0,0,120.9659371,79.75776075,122.2952331,0,1.97279819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0.005355185,0.004741444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11237181,0.037973922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108663,0.411191178,0.39824871,0.000577845,0.441446141,20.83795036,0,8.551886353,0,0,0,0,0.117274676,0,0,0,19.73799609,13.01406335,19.95489714,0,0.321901222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.1441891,0,0,0,0,0,0,0,0,0,0,15.19944632,0,0,0,0,0,0,0,32.36536936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0.007449275,0.006595538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496499006,0.843644492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014061553,0,0,0,5.319326723,0,0,0,0,0,0,0,0.043885311,0,0,0,0,0,0,0,0.193852404,25.57127301,117.7391417,2.960696561,15.27217248,513.98,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17836974,0,0,0,0,0,0,0,0
85,0,0.076181854,0.0674509,0,1.925782183,10.57229309,0,0,0,0,0,0,0,0,263.0684699,0,0,0,0,0,0,0,0,0,0,2.228129941,27.25534727,0.79277963,0.269839417,2.861014512,1.058760522,0.227457321,0,0,0,0,0,0,6.600710131,0,0,0,195.4747108,0.143803949,0,0,0,0,0,0,0,0,0,0,0,0.038088172,0,0,0,0,0,0,0,1.149326968,0,0,0,0,0,0.022073348,0.000232057,14.934,53.627994,0,0,0,0,3.698162441,0
86,0,1.166984677,1.033240366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20284748,0,0,0,0,0,0,0,0,0,0,0,0.231676686,0,0,0,0,0,0,0,16.22236206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total flow,0,0,0,0,2.954030325,8.29,0,0,0,940.915,0,12.1467636,0,0,0,0,0,0,0,25.86505337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26873574,1.123330071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
